TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,t_rxn,t_iso,t_100,t_pseudo,F_X,Ro,logRo,P,logP,H,logH,Acetyl,Yield
200.2218491,438.15,8,0,5,180.2218491,20,7,180.2218491,9.285714286,170.9361348,32.85714286,17.84090909,14779.08446,9.600968248,1215.689477,7.103066666,1836.538269,7.515637703,4.144342105,20.09713605
55,423.15,10,0,0.177,45,10,12.5,45,4,41,16,12.16,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,2.128411429,3.700657895
60,433.15,8,0,2,30,30,2,30,30,0,110,19.48,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,4.041182796,21.93975173
140.7142857,443.15,15,0,0.59,120,20.71428571,7,120,10,110,34.28571429,16.03409,13811.46681,9.533254455,1194.360912,7.085366519,1851.908407,7.523971958,2.573478261,39.10418365
67.71245504,433.15,6,0,5,46.61870504,21.09375,6.4,46.61870504,9.375,37.24370504,34.375,14.72,2723.841465,7.909798466,211.2204955,5.35290259,310.7032194,5.738838178,3.695454545,28.40765444
9.903499795,473.15,40,0,5,9.903499795,0,0,9.903499795,0,9.903499795,0,23.78409091,8712.806434,9.072549226,855.8484031,6.752093261,1533.564674,7.335350157,3.508,19.84432417
30,443.15,20,0,1.625,29.13483796,0.865162037,28.89632107,29.13483796,2.422453704,26.71238426,8.305555556,18.6,3353.290397,8.117697351,289.9792636,5.669809416,449.625428,6.108414854,3.248888889,79.12150538
60,463.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,26796.84612,10.19603948,2602.47131,7.864216776,4453.023841,8.401338659,2.128411429,53.12342152
135,423.15,4,0,4,100,35,2,100,25,75,100,19.48,2966.092457,7.995000694,198.7208135,5.291900893,276.6289875,5.622677213,4.041182796,23.82396864
40,453.15,19,0,0.42,40,0,0,40,0,40,0,12.95454545,9068.918236,9.112608268,844.7111915,6.738994784,1377.389696,7.227945462,2.128411429,70.51282051
45,473.15,5,0,1,30,15,11.66666667,30,8.571428569,21.42857143,25.71428571,23.86363636,26393.11339,10.1808584,2592.5635,7.860402434,4645.523418,8.443659329,4.041182796,13.22095238
82.875,433.15,8,0,8,66,16.875,8,66,7.5,58.5,27.5,18.86363636,3856.253334,8.257451352,299.0334607,5.700555476,439.875206,6.086491064,2.128411429,8.959036145
